name,district_id,school_number,tea_id,school_type,postal_code,gmap_lat,gmap_lng,gmap_addr
Achieve Academy,043914,004,043914004,Multilevel School,75098,33.004765,-96.537042,"Achieve Academy, 400 Pirate Drive, Wylie, TX 75098"
Burnett Junior High,043914,041,043914041,Middle School,75098,33.003464,-96.534667,"Burnett Junior High, 516 Hilltop Lane, Wylie, TX, 75098"
Harrison Intermediate School,043914,042,043914042,Elementary School,75098,33.003376,-96.541634,"Harrison Intermediate School, 1001 S. Ballard Avenue, Wylie, TX 75098"
McMillan Junior High,043914,043,043914043,Middle School,75098,33.030418,-96.556866,"McMillan Junior High, 1050 Park Blvd, Wylie, TX, 75098"
Davis Intermediate School,043914,044,043914044,Elementary School,75098,33.029950,-96.554831,"Davis Intermediate School, 950 Park Blvd, Wylie, TX 75098"
Cooper Junior High,043914,045,043914045,Middle School,75098,33.002494,-96.577173,"Cooper Junior High, 101 Hensley Road, Wylie, TX 75098"
Draper Intermediate School,043914,046,043914046,Elementary School,75098,33.000525,-96.577045,"Draper Intermediate School, 103 Hensley Lane, Wylie, TX, 75098"
Hartman Elementary,043914,101,043914101,Elementary School,75098,33.008016,-96.542053,"Hartman Elementary, 510 South Birmingham, Wylie, TX 75098"
Birmingham Elementary,043914,102,043914102,Elementary School,75098,33.018274,-96.548864,"Birmingham Elementary, 700 West Brown Street, Wylie, TX 75098"
Akin Elementary,043914,103,043914103,Elementary School,75098,33.008909,-96.521723,"Akin Elementary, 1100 Springwood Lane, Wylie, TX 75098"
Dodd Elementary,043914,104,043914104,Elementary School,75098,33.030977,-96.565374,"Dodd Elementary, 1500 Park Blvd, Wylie, Texas 75098"
Groves Elementary,043914,105,043914105,Elementary School,75098,33.025528,-96.594062,"Groves Elementary, 1100 McCreary Road, Wylie, TX 75098"
Cox Elementary,043914,106,043914106,Elementary School,75048,32.985374,-96.567839,"Cox Elementary, 7009 Woodbridge Pkwy, Sachse, TX 75048"
Tibbals Elementary,043914,107,043914107,Elementary School,75087,33.024662,-96.599260,"Tibbals Elementary, 621 Waters Edge Way, Murphy, TX 75087"
Smith Elementary,043914,108,043914108,Elementary School,75098,33.046609,-96.568384,"Smith Elementary, 2221 Country Club, Wylie, TX 75098"
Whitt Elementary,043914,109,043914109,Elementary School,75048,32.990760,-96.587411,"Whitt Elementary, 7520 Woodcreek Way, Sachse, TX 75048"
Watkins Elementary,043914,110,043914110,Elementary School,75098,32.989043,-96.522400,"Watkins Elementary, 1301 Elm Road, Wylie, TX 75098"
Frisco High School,043905,001,043905001,High School,75034,33.137666,-96.821104,"Frisco High School, 6401 Parkwood, Frisco, TX 75034"
Centennial High School,043905,002,043905002,High School,75034,33.136675,-96.768104,"Centennial High School, 6901 Coit Rd, Frisco, TX 75035"
Collin County JJAEP,043905,003,043905003,Multilevel School,75034,33.153640,-96.823915,"Collin County JJAEP, 6942 Maple St, Frisco, TX 75034"
Wakeland High School,043905,005,043905005,High School,75034,33.161355,-96.848913,"Wakeland High School, 10700 Legacy Dr, Frisco, TX 75034"
Liberty High School,043905,006,043905006,High School,75035,33.138892,-96.742111,"Liberty High School, 15250 Rolater Rd, Frisco TX 75035"
Heritage High School,043905,007,043905007,High School,75035,33.175190,-96.754881,"Heritage High School, 14040 Eldorado Parkway, Frisco, TX 75035"
Lone Star High School,043905,008,043905008,High School,75034,33.191205,-96.866294,"Lone Star High School, 2606 Panther Creek Pkwy Frisco, TX 75034"
Staley Middle School,043905,041,043905041,Middle School,75034,33.157698,-96.821010,"Staley Middle School, 6927 Stadium Ln, Frisco, TX 75034"
Clark Middle School,043905,043,043905043,Middle School,750035,33.115547,-96.797227,"Clark Middle School, 4600 Colby Dr, Frisco, TX 75035"
Pioneer Heritage Middle School,043905,044,043905044,Middle School,75034,33.143597,-96.877576,"Pioneer Heritage Middle School, 1649 High Shoals Drive, Frisco, TX 75034"
Wester Middle School,043905,045,043905045,Middle School,75035,33.142187,-96.772224,"Wester Middle School, 12293 Shepherds Hill Lane, Frisco, TX 75035"
Griffin Middle School,043905,046,043905046,Middle School,75034,33.175168,-96.841071,"Griffin Middle School, 3703 Eldorado Parkway, Frisco, TX 75034"
Roach Middle School,043905,047,043905047,Middle School,75035,33.173408,-96.750380,"Roach Middle School, 12499 Independence Parkway, Frisco, TX 75035"
Fowler Middle School,043905,048,043905048,Middle School,75035,33.142185,-96.772240,"Fowler Middle School, 12293 Shepherds Hill Lane, Frisco, TX 75035"
Stafford Middle School,043905,049,043905049,Middle School,75034,33.197938,-96.868944,"Stafford Middle School, 2288 Little River Dr, Frisco, TX 75034"
Scoggins Middle School,043905,050,043905050,Middle School,75070,33.152319,-96.710629,"Scoggins Middle School, 7070 Stacy Rd, McKinney, TX 75070"
Hunt Middle School,043905,051,043905051,Middle School,75034,33.117376,-96.809716,"Hunt Middle School, 4900 Legendary Drive, Frisco, TX 75034"
Maus Middle School,043905,052,043905052,Middle School,75035,33.178055,-96.769407,"Maus Middle School, 12175 Coit Road, Frisco, TX 75035"
Cobb Middle School,043905,053,043905053,Middle School,75034,33.156029,-96.863231,"Cobb Middle School, 9400 Teel Parkway, Frisco, TX 75034"
Rogers Elementary School,043905,102,043905102,Elementary School,75034,33.166120,-96.811084,"Rogers Elementary School, 10500 Rogers Road, Frisco, TX 75034"
Curtsinger Elementary School,043905,103,043905103,Elementary School,75035,33.123755,-96.768726,"Curtsinger Elementary Schoo, 12450 Jereme Trail, Frisco, TX 75035"
Smith Elementary School,043905,104,043905104,Elementary School,75035,33.113907,-96.797254,"Smith Elementary School, 9800 Sean Drive, Frisco, TX 75035"
Anderson Elementary School,043905,105,043905105,Elementary School,75025,33.105846,-96.745943,"Anderson Elementary School, 2800 Oakland Hills Drive, Plano, TX 75025"
Christie Elementary School,043905,106,043905106,Elementary School,75035,33.147761,-96.791080,"Christie Elementary School, 10300 Huntington Road, Frisco, TX 75035"
Fisher Elementary School,043905,107,043905107,Elementary School,75034,33.157756,-96.870036,"Fisher Elementary School, 2500 Old Orchard Rd, Frisco, TX 75034"
Bright Elementary School,043905,108,043905108,Elementary School,75034,33.141455,-96.814345,"Bright Elementary School, 7600 Woodstream Drive, Frisco, TX 75034"
Borchardt Elementary School,043905,109,043905109,Elementary School,75024,33.103846,-96.775638,"Borchardt Elementary School, 4300 Waskom Drive, Plano, TX 75024"
Shawnee Trail Elementary School,043905,110,043905110,Elementary School,75035,33.134813,-96.787663,"Shawnee Trail Elementary School, 10701 Preston Vineyard Drive, Frisco, TX 75035"
Spears Elementary School,043905,111,043905111,Elementary School,75034,33.127116,-96.817473,"Spears Elementary School, 8500 Wade Boulevard, Frisco, TX 75034"
Sparks Elementary School,043905,112,043905112,Elementary School,75034,33.147024,-96.882752,"Sparks Elementary School, 8200 Otis Dr, Frisco, TX 75034"
Gunstream Elementary School,043905,113,043905113,Elementary School,75035,33.141913,-96.777223,"Gunstream Elementary School, 7600 Rockyridge Drive, Frisco, TX 75035"
Riddle Elementary School,043905,114,043905114,Elementary School,75024,33.090238,-96.788483,"Riddle Elementary School, 8201 Robinson Road, Plano, TX 75024"
Boals Elementary School,043905,115,043905115,Elementary School,75034,33.188035,-96.873279,"Boals Elementary School, 2035 Jaguar Drive, Frisco, TX 75034"
Isbell Elementary School,043905,116,043905116,Elementary School,75035,33.128450,-96.741180,"Isbell Elementary School, 6000 Maltby Drive, Frisco, TX 75035"
Pink Elementary School,043905,117,043905117,Elementary School,75034,33.173637,-96.858038,"Pink Elementary School, 3650 Overhill Drive, Frisco, TX 75034"
Bledsoe Elementary School,043905,118,043905118,Elementary School,75034,33.129411,-96.874199,"Bledsoe Elementary School, 1900 Timber Ridge Drive, Frisco, TX 75034"
Ashley Elementary School,043905,119,043905119,Elementary School,75035,33.170696,-96.737760,"Ashley Elementary School, 15601 Christopher Ln, Frisco, TX 75035"
Ogle Elementary School,043905,120,043905120,Elementary School,75035,33.159802,-96.724051,"Ogle Elementary School, 4200 Big Folk Trl, Frisco, TX 75035"
Corbell Elementary School,043905,121,043905121,Elementary School,75034,33.162981,-96.880958,"Corbell Elementary School, 11095 Monarch Drive, Frisco, TX 75034"
Sem Elementary School,043905,122,043905122,Elementary School,75035,33.182800,-96.777223,"Sem Elementary School, 12721 Honey Grove Drive, Frisco, TX 75035"
Taylor Elementary School,043905,123,043905123,Elementary School,75025,33.112029,-96.760175,"Taylor Elementary School, 9865 Gillespie Drive, Plano, TX 75025"
Mooneyham Elementary School,043905,124,043905124,Elementary School,75070,33.185012,-96.760009,"Mooneyham Elementary School, 2301 Eden Drive, McKinney, TX 75070"
Robertson Elementary School,043905,125,043905125,Elementary School,75068,33.192105,-96.894726,"Robertson Elementary, 2501 Woodlake Parkway, Little Elm, TX 75068"
Elliott Elementary School,043905,126,043905126,Elementary School,75070,33.164889,-96.703854,"Elliott Elementary, 3721 Hudson Crossing, McKinney, TX 75070"
Carroll Elementary School,043905,127,043905127,Elementary School,75034,33.159139,-96.849949,"Carroll Elementary School, 4380 Throne Hall Drive, Frisco, TX 75034"
Tadlock Elementary School,043905,128,043905128,Elementary School,75035,33.181447,-96.787408,"Tadlock Elementary School, 12515 Godfrey Drive, Frisco, TX 75035"
Allen Elementary School,043905,129,043905129,Elementary School,75034,33.126615,-96.847304,"Allen Elementary School, 800 Legacy Drive, Frisco, TX 75034"
Sonntag Elementary School,043905,130,043905130,Elementary School,75070,33.187380,-96.745858,"Sonntag Elementary School, 2001 Reagan Drive, McKinney, TX 75070"
Purefoy Elementary School,043905,131,043905131,Elementary School,75034,33.174894,-96.864685,"Purefoy Elementary School, 11880 Teel Parkway, Frisco, TX 75034"
Early Childhood School,043905,135,043905135,Kindergarten,75035,33.149468,-96.792381,"Early Childhood School, 10330 Red Cedar Drive, Frisco, TX 75035"
Allen High School,043901,001,043901001,High School,75002,33.113085,-96.657447,"Allen High School, 300 Rivercrest Boulevard, Allen, TX 75002"
Lowery Freshman Center,043901,002,043901002,High School,75002,33.102880,-96.656669,"Lowery Freshman Center, 601 East Main Street, Allen, TX 75002"
Collin County JJAEP,043901,003,043901003,High School,75002,33.102974,-96.656706,"Collin Co JJAEP, 601 East Main St, Allen, TX 75002"
W E Pete Ford Middle School,043901,042,043901042,Middle School,75002,33.092535,-96.656374,"W E Pete Ford Middle School, 630 Park Pl Dr, Allen, TX 75002"
Walter and Lois Curtis Middle School,043901,043,043901043,Middle School,75002,33.106607,-96.630418,"Walter and Lois Curtis Middle School, 1530 Rivercrest Boulevard, Allen, TX 75002"
Ereckson Middle School,043901,044,043901044,Middle School,75013,33.095768,-96.706040,"Ereckson Middle School, 450 Tatum Drive, Allen, TX 75013"
D L Roundtree Elementary,043901,101,043901101,Elementary School,75002,33.100310,-96.652042,"D L Roundtree Elementary, 800 East Main Street, Allen, TX 75002"
Alton Boyd Elementary,043901,102,043901102,Elementary School,75002,33.085263,-96.667314,"Alton Boyd Elementary, 800 South Jupiter Road, Allen, TX 75002"
Gene M Reed Elementary,043901,104,043901104,Elementary School,75002,33.108456,-96.641415,"Gene M Reed Elementary, 1200 Rivercrest Boulevard, Allen, TX 75002"
Alvis C Story Elementary,043901,105,043901105,Elementary School,75002,33.094926,-96.629670,"Alvis C Story Elementary, 1550 Edelweiss Drive, Allen, TX 75002"
Vaughan Elementary, 043901,106,043901106,Elementary School,75002,33.083881,-96.658037,"Vaughan Elementary, 820 Cottonwood Drive, Allen, TX 75002"
Flossie Floyd Green Elementary,043901,107,043901107,Elementary School,75013,33.107998,-96.700383,"Flossie Floyd Green Elementary, 1315 Comanche Drive, Allen, TX 75002"
Frances E Norton Elementary,043901,108,043901108,Elementary School,75013,33.093966,-96.692576,"Frances E Norton Elementary School, 1120 Newport Drive, Allen, TX 75002"
George J Anderson Elementary,043901,109,043901109,Elementary School,75002,33.102777,-96.635882,"Anderson Elementary School, 305 North Alder Drive, Allen, TX 75002"
Bolin Elementary,043901,110,043901110,Elementary School,75002,33.081815,-96.636890,"Bolin Elementary School, Cheyenne Drive, Allen, TX 75002"
Kerr Elementary,043901,111,043901111,Elementary School,75013,33.119465,-96.701553,"Kerr Elementary School, 1325 Glendover Drive, Allen, TX 75002"
James and Margie Marion Elementary,043901,112,043901112,Elementary School,75002,33.124191,-96.640785,"James and Margie Marion Elementary School, 1595 Stablerun Drive, Allen, TX 75002"
Dr E T Boon Elementary,043901,113,043901113,Elementary School,75013,33.113795,-96.693463,"Boon Elementary, 1050 Comanche Dr, Allen, TX 75002"
Carlena Chandler Elementary,043901,114,043901114,Elementary School,75002,33.084926,-96.622181,"Carlena Chandler Elementary School, 1000 Water Oak Drive, Allen, TX 75002"
Mary Evans Elementary,043901,115,043901115,Elementary School,75013,33.117497,-96.723547,"Mary Evans Elementary School, 1225 Walnut Springs Drive, Allen, TX 75002"
David and Lynda Olson Elementary,043901,116,043901116,Elementary School,75002,33.114756,-96.624209,"David and Lynda Olson Elementary School, 1751 East Exchange Parkway, Allen, TX 75002"
Beverly Cheatham Elementary,043901,117,043901117,Elementary School,75013,33.123266,-96.686811,"Beverly Cheatham Elementary, 1501 Hopewell Drive, Allen, TX 75002"
Brownsboro High School,107902,001,107902001,High School,75756,32.300506,-95.622582,"Brownsboro High School, 13942 State Highway 31 East, Brownsboro, TX 75756"
Alternative Campus Educational Success,107902,002,107902002,High School,75756,32.296613,-95.653509,"Alternative Campus Educational Success, 14135 State Highway 31 East, Brownsboro, TX 75756"
Brownsboro Jr High,107902,041,107902041,Middle School,75756,32.301326,-95.619845,"Brownsboro Jr High, 11233 Ingram Street, Brownsboro, TX 75756"
Brownsboro Elementary,107902,101,107902101,Elementary School,75756,32.300029,-95.619676,"Brownsboro Elementary, 11183 Ingram Street, Brownsboro, TX 75756"
Chandler Intermediate School,107902,102,107902102,Middle School,75758,32.289486,-95.482591,"Chandler Intermediate School, 22250 Barron Road, Chandler, TX 75758"
Chandler Elementary,107902,103,107902103,Elementary School,75758,32.312044,-95.480357,"Chandler Elementary, 615 N Broad St, Chandler, TX 75758"
Brownsboro Intermediate School,107902,104,107902104,Middle School,75756,32.297483,-95.623726,"Brownsboro Intermediate School, 13951 Saylors Street, Brownsboro, TX 75756"
Lee Senior High School,165901,002,165901002,High School,79707,32.012692,-102.131559,"Lee Senior High, 3500 Neely Avenue, Midland, TX 79707"
Midland Senior High School,165901,003,165901003,High School,79701,31.999066,-102.084585,"Midland High School, 906 West Illinois Avenue, Midland, TX 79701"
Coleman High School,165901,004,165901004,High School,79701,32.018988,-102.063710,"Coleman High School, 1600 East Golf Course Road, Midland, TX 79701"
Early College High School at Midland College,165901,006,165901006,High School,79705,32.026759,-102.109259,"Early College High School at Midland College, 3600 North Garfield Street, Midland, TX 79705"
Alamo Junior High,165901,041,165901041,Middle School,79703,31.994064,-102.130698,"Alamo Junior High School, 3800 Storey Avenue, Midland, TX 79703"
Lee Freshman High,165901,042,165901042,High School,79705,32.024364,-102.065268,"Lee Freshman High School, 1400 East Oak Avenue, Midland, TX 79705"
Midland Freshman High,165901,044,165901044,High School,79701,31.979903,-102.071818,"Midland Freshman High School, 101 East Gist Avenue, Midland, TX 79701"
San Jacinto Junior High,165901,045,165901045,Middle School,79701,32.007930,-102.101151,"San Jacinto Junior High School, 1400 N N St, Midland, TX 79701"
Goddard Junior High,165901,046,165901046,Middle School,79705,32.029897,-102.115404,"Goddard Junior High School, 2500 Haynes Drive, Midland, TX 79705"
Abell Junior High,165901,047,165901047,Middle School,79707,32.009422,-102.162643,"Abell Junior High School, 3201 Heritage Boulevard, Midland, TX 79707"
Bonham Elementary,165901,101,165901101,Elementary School,79703,31.995466,-102.129016,"Bonham Elementary School, 909 Bonham Street, Midland, TX 79703"
Burnet Elementary,165901,104,165901104,Elementary School,79703,31.977127,-102.124017,"Burnet Elementary School, 900 Raymond Road, Midland, TX 79703"
Crockett Elementary,165901,105,165901105,Elementary School,79701,32.014062,-102.071791,"Crockett Elementary School, 401 East Parker Avenue, Midland, TX 79701"
De Zavala Elementary,165901,106,165901106,Elementary School,79701,32.004616,-102.065410,"De Zavala Elementary School, 705 North Lee Street, Midland, TX 79701"
Fannin Elementary,165901,107,165901107,Elementary School,79705,32.018385,-102.109525,"Fannin Elementary School, 2400 Fannin Avenue, Midland, TX 79705"
Henderson Elementary,165901,108,165901108,Elementary School,79703,31.975612,-102.139305,"Henderson Elementary School, 4800 Graceland Drive, Midland, TX 79703"
Sam Houston Elementary,165901,109,165901109,Elementary School,79701,32.000129,-102.098552,"Sam Houston Elementary School, 2000 West Louisiana Avenue, Midland, TX 79701"
Jones Elementary,165901,110,165901110,Elementary School,79703,31.982749,-102.143653,"Jones Elementary School, 4919 Shadylane Drive, Midland, TX 79703"
Lamar Elementary,165901,111,165901111,Elementary School,79701,31.990459,-102.113752,"Lamar Elementary School, 3200 Kessler Place, Midland, TX 79701"
Long Elementary,165901,112,165901112,Elementary School,79703,31.982842,-102.126954,"Long Elementary School, 4200 Cedar Spring Drive, Midland, TX 79703"
Milam Elementary,165901,113,165901113,Elementary School,79705,32.028228,-102.079020,"Milam Elementary School, 301 East Dormard Avenue, Midland, TX 79705"
Emerson Elementary,165901,114,165901114,Elementary School,79705,32.029903,-102.120138,"Emerson Elementary School, 2800 Moss Avenue, Midland, TX 79705"
Rusk Elementary,165901,116,165901116,Elementary School,79707,32.010953,-102.134410,"Rusk Elementary School, 2601 Wedgwood Street, Midland, TX 79707"
South Elementary,165901,117,165901117,Elementary School,79701,31.987679,-102.075410,"South Elementary School, 200 West Dakota Avenue, Midland, TX 79701"
Travis Elementary,165901,118,165901118,Elementary School,79701,31.981843,-102.063184,"Travis Elementary School, 900 East Gist Avenue, Midland, TX 79701"
West Early Childhood Center,165901,120,165901120,Kindergarten,79701,31.993234,-102.096781,"West Early Childhood Center, 2101 West Missouri Avenue, Midland, TX 79701"
Bunche Early Childhood Center,165901,121,165901121,Kindergarten,79701,31.993243,-102.055695,"Bunche Early Childhood Center, 700 South Jackson Street, Midland, TX 79701"
Parker Elementary,165901,122,165901122,Elementary School,79707,32.022399,-102.140703,"Parker Elementary School, 3800 Norwood Street, Midland, TX 79707"
Santa Rita Elementary,165901,123,165901123,Elementary School,79705,32.044778,-102.123928,"Santa Rita Elementary School, 5306 Whitman Drive, Midland, TX 79705"
Scharbauer Elementary,165901,125,165901125,Elementary School,79707,32.001609,-102.163684,"Scharbauer Elementary School, 2115 Hereford Boulevard, Midland, TX 79707"
Bush Elementary,165901,127,165901127,Elementary School,79707,32.007949,-102.153462,"Bush Elementary School, 5001 Preston Drive, Midland, TX 79707"
Greathouse Elementary,165901,128,165901128,Elementary School,79707,32.030765,-102.157638,"Greathouse Elementary School, 5107 Greathouse Ave, Midland, TX 79707"
Washington Math/Science Institute,165901,129,165901129,High School,79701,31.999894,-102.055685,"Washington Elementary School, 1800 East Wall Street, Midland, TX 79701"
Pease Communications and Technology,165901,130,165901130,High School,79705,32.024619,-102.059850,"Pease Elementary School, 1700 Magnolia Ave, Midland, TX 79705"
James Bowie Fine Arts Institute,165901,131,165901131,High School,79701,32.010200,-102.087270,"James Bowie Fine Arts Academy, 805 Elk Avenue, Midland, TX 79701"
Plano Senior High School,43910,001,43910001,High School,75075,33.029896,-96.750962,"Plano Senior High School, 2200 Independence Parkway, Plano, TX 75075"
Williams High School,43910,003,43910003,High School,75074,33.021841,-96.690553,"Williams High School, 1717 17th Street, Plano, TX 75074"
Vines High School,43910,004,43910004,High School,75075,33.018627,-96.743953,"Vines High School, 1401 Highedge Drive, Plano, TX 75075"
Clark High School,43910,005,43910005,High School,75023,33.057673,-96.702776,"Clark High School, 523 West Spring Creek Parkway, Plano, TX 75023"
Plano East Senior High,43910,006,43910006,High School,75074,33.039673,-96.645578,"Plano Independent School District, 3000 Los Rios Boulevard, Plano, TX 75074"
Shepton High School,43910,007,43910007,High School,75093,33.017370,-96.811647,"Shepton High School, 5505 West Plano Parkway, Plano, TX 75093"
Jasper High School,43910,009,43910009,High School,75024,33.066974,-96.782982,"Jasper High School, 6800 Archgate Drive, Plano, TX 75024"
Plano West Senior High School,43910,010,43910010,High School,75093,33.044703,-96.814104,"Plano West Senior High School, 5601 West Parker Road, Plano, TX 75093"
Bowman Middle School,43910,042,43910042,Middle School,75074,33.032172,-96.682313,"Bowman Middle School, 2501 Jupiter Road, Plano, TX 75074"
Wilson Middle School,43910,043,43910043,Middle School,75075,33.012935,-96.734372,"Wilson Middle School, 1001 Custer Road, Plano, TX 75075"
Haggard Middle School,43910,044,43910044,Middle School,75075,33.033008,-96.748524,"Haggard Middle School, 2401 Westside Drive, Plano, TX 75075"
Armstrong Middle School,43910,045,43910045,Middle School,75074,33.020939,-96.659182,"Armstrong Middle School?, 3805 Timberline Drive, Plano, TX 75074"
Carpenter Middle School,43910,046,43910046,Middle School,75023,33.050193,-96.722705,"Carpenter Middle School?, 1501 Cross Bend Road, Plano, TX 75023"
Schimelpfenig Middle School,43910,047,43910047,Middle School,75023,33.064396,-96.742231,"Schimelpfenig Middle School?, 2400 Maumelle Drive, Plano, TX 75023"
Hendrick Middle School,43910,048,43910048,Middle School,75025,33.076911,-96.725548,"Hendrick Middle School, 7400 Red River Drive, Plano, TX 75025"
Renner Middle School,43910,049,43910049,Middle School,75093,33.047192,-96.816553,"Renner Middle School?, 5701 West Parker Road, Plano, TX 75093"
Robinson Middle School,43910,050,43910050,Middle School,75024,33.064091,-96.779932,"Robinson Middle School, 6701 Preston Meadow Drive, Plano, TX 75024"
Frankford Middle School,43910,052,43910052,Middle School,75252,32.993921,-96.771596,"Frankford Middle School, 7706 Osage Plaza Parkway, Dallas, Texas 75252"
Rice Middle School,43910,053,43910053,Middle School,75025,33.092777,-96.761028,"Rice Middle School, 8500 Gifford Drive, Plano, TX 75025"
Murphy Middle School,43910,054,43910054,Middle School,75094,33.023334,-96.612442,"Murphy Middle School, 620 North Murphy Road, Murphy, TX 75094"
Otto Middle School,43910,056,43910056,Middle School,75074,33.006491,-96.652071,"Otto Middle School, 504 Northstar Road, Plano, TX 75074"
Jackson Elementary School,43910,101,43910101,Elementary School,75075,33.014134,-96.756946,"Jackson Elementary School, 1101 Jackson Drive, Plano, TX 75075"
Meadows Elementary School,43910,102,43910102,Elementary School,75074,33.022938,-96.677644,"Meadows Elementary School, 2800 18th Street, Plano, TX 75074"
Mendenhall Elementary School,43910,103,43910103,Elementary School,75074,33.024935,-96.695448,"Mendenhall Elementary School, 1313 18th Street, Plano, TX 75074"
Sigler Elementary School,43910,104,43910104,Elementary School,75075,33.015173,-96.719996,"Sigler Elementary School, 1400 Janwood Drive, Plano, TX 75075"
Memorial Elementary School,43910,105,43910105,Elementary School,75074,33.033852,-96.685840,"Memorial Elementary School, 2600 R Avenue, Plano, TX 75074"
Aldridge Elementary School,43910,106,43910106,Elementary School,75080,32.994577,-96.729974,"Aldridge Elementary School, 720 Pleasant Valley Lane, Richardson, TX 75080"
Shepard Elementary School,43910,108,43910108,Elementary School,75075,33.012993,-96.736355,"Shepard Elementary School, 1000 Wilson Dr, Plano, TX 75075"
Forman Elementary School,43910,109,43910109,Elementary School,75074,33.021339,-96.662870,"Forman Elementary School, 3600 Timberline Drive, Plano, TX 75074"
Davis Elementary School,43910,111,43910111,Elementary School,75075,33.033791,-96.745560,"Davis Elementary School, 2701 Parkhaven Drive, Plano, TX 75075"
Christie Elementary School,43910,112,43910112,Elementary School,75023,33.047563,-96.722555,"Christie Elementary School, 3801 Rainier Road, Plano, TX 75023"
Weatherford Elementary School,43910,113,43910113,Elementary School,75075,33.022414,-96.753553,"Weatherford Elementary School, 2941 Mollimar Drive, Plano, TX 75075"
Hughston Elementary School,43910,114,43910114,Elementary School,75023,33.049512,-96.742212,"Hughston Elementary School, 2601 Cross Bend Road, Plano, TX 75023"
Saigling Elementary School,43910,115,43910115,Elementary School,75075,33.035446,-96.761667,"Saigling Elementary School, 3600 Matterhorn Drive, Plano, TX 75075"
Wells Elementary School,43910,116,43910116,Elementary School,75023,33.044552,-96.759548,"Wells Elementary School, 3427 Mission Ridge Road, Plano, TX 75023"
Thomas Elementary School,43910,117,43910117,Elementary School,75023,33.062949,-96.727444,"Thomas Elementary School, 1800 Montana Trail, Plano, TX 75023"
Harrington Elementary School,43910,118,43910118,Elementary School,75075,33.032512,-96.725526,"Harrington Elementary School, 1540 Baffin Bay Drive, Plano, TX 75075"
Dooley Elementary School,43910,119,43910119,Elementary School,75074,33.034088,-96.658780,"Dooley Elementary School, 2425 San Gabriel Drive, Plano, TX 75074"
Huffman Elementary School,43910,120,43910120,Elementary School,75093,33.019363,-96.809539,"Huffman Elementary School, 5510 Channel Isle Drive, Plano, TX 75093"
Carlisle Elementary School,43910,121,43910121,Elementary School,75023,33.062944,-96.741373,"Carlisle Elementary School, 6525 Old Orchard Drive, Plano, TX 75023"
Mathews Elementary School,43910,122,43910122,Elementary School,75025,33.080204,-96.757056,"Mathews Elementary School, 7500 Marchman Way, Plano, TX 75025"
Brinker Elementary School,43910,123,43910123,Elementary School,75093,33.048959,-96.821909,"Brinker Elementary School, 3800 Clark Parkway, Plano, TX 75093"
Daffron Elementary School,43910,124,43910124,Elementary School,75093,33.049357,-96.778994,"Daffron Elementary School, 3900 Preston Meadow Drive, Plano, TX 75093"
Hedgcoxe Elementary School,43910,125,43910125,Elementary School,75025,33.081006,-96.723614,"Hedgcoxe Elementary School, 7701 Prescott Drive, Plano, TX 75025"
Mitchell Elementary School,43910,126,43910126,Elementary School,75287,32.992964,-96.838890,"Mitchell Elementary School, 4223 Briargrove Lane, Dallas, TX 75287"
Rasor Elementary School,43910,127,43910127,Elementary School,75025,33.085193,-96.709388,"Rasor Elementary School, 945 Hedgcoxe Road, Plano, TX 75025"
Bethany Elementary School,43910,128,43910128,Elementary School,75025,33.080379,-96.741657,"Bethany Elementary School, 2418 Micarta Drive, Plano, TX 75025"
Gulledge Elementary School,43910,129,43910129,Elementary School,75024,33.067990,-96.779527,"Gulledge Elementary School, 6801 Preston Meadow Drive, Plano, TX 75024"
Haggar Elementary School,43910,130,43910130,Elementary School,75252,32.996026,-96.804877,"Haggar Elementary School, 17820 Campbell Road, Dallas, TX 75252"
Miller Elementary School,43910,131,43910131,Elementary School,75082,32.992613,-96.616822,"Miller Elementary School, 5651 Coventry Drive, Richardson, TX 75082"
Barksdale Elementary School,43910,132,43910132,Elementary School,75093,33.032514,-96.839375,"Barksdale Elementary School, 2424 Midway Rd, Plano, TX 75093"
Skaggs Elementary School,43910,133,43910133,Elementary School,75025,33.094110,-96.754183,"Skaggs Elementary School, 3201 Russell Creek Drive, Plano, TX 75025"
Haun Elementary School,43910,134,43910134,Elementary School,75024,33.079161,-96.786134,"Haun Elementary School, 4500 Quincy Lane, Plano, TX 75024"
McCall Elementary School,43910,135,43910135,Elementary School,75074,33.063735,-96.664968,"McCall Elementary School, 6601 Cloverhaven Way, Plano, TX 75074"
Beverly Elementary School,43910,136,43910136,Elementary School,75013,33.087712,-96.729850,"Beverly Elementary School, 715 Duchess Drive, Allen, TX 75013"
Hightower Elementary School,43910,138,43910138,Elementary School,75093,33.033789,-96.784165,"Hightower Elementary School, 2601 Decator Drive, Plano, TX 75093"
Stinson Elementary School,43910,139,43910139,Elementary School,75082,32.989102,-96.641635,"Stinson Elementary, 4201 Greenfield Drive, Richardson, TX 75082"
Andrews Elementary School,43910,140,43910140,Elementary School,75025,33.092209,-96.739777,"Andrews Elementary School, 2520 Scenic Drive, Plano, TX 75025"
Centennial Elementary School,43910,141,43910141,Elementary School,75093,33.033856,-96.798751,"Centennial Elementary School, 2609 Ventura Drive, Plano, TX 75093"
Boggess Elementary School,43910,142,43910142,Elementary School,75094,33.020197,-96.616855,"Boggess Elementary School, 225 Glen Ridge Drive, Murphy, TX 75094"
